"CLIENT_ID";"NAME";"CATEGORY"
3344;"Максидом";"Средний бизнес"
3345;"НПО Захаров-Зайцева";"Средний бизнес"
3346;"ЗАО Жданова, Фролова и Галкина";"Малый бизнес"
3347;"Фаберлик";"Малый бизнес"
3348;"АО Шестаков-Мельникова";"Малый бизнес"
3349;"РАО Котова";"Средний бизнес"
3350;"Ростсельмаш";"Малый бизнес"
3351;"АО Меркушева";"Малый бизнес"
3352;"РАО Колобов Петрова";"Малый бизнес"
3353;"Петухова Групп";"Малый бизнес"
3354;"ЗАО Крюкова, Терентьева и Дроздова";"Малый бизнес"
3355;"ОАО Муравьев-Панов";"Средний бизнес"
3356;"РАО Агафонов, Орлова и Зайцева";"Малый бизнес"
3357;"ЗАО Ковалева, Гусева и Игнатов";"Средний бизнес"
3358;"ИП Рожкова, Панфилова и Медведев";"Малый бизнес"
3359;"ИП Орлов-Муравьева";"Малый бизнес"
3360;"Казакова и партнеры";"Средний бизнес"
3361;"ООО Блинов, Кошелева и Орлова";"Малый бизнес"
3362;"Устинова Лимитед";"Средний бизнес"
3363;"ОАО Королева, Юдин и Антонов";"Средний бизнес"
3364;"Александров Лтд";"Малый бизнес"
3365;"ИП Кулаков, Алексеев и Ильин";"Малый бизнес"
3366;"Русский уголь";"Средний бизнес"
3367;"ЗАО Гущин, Бобылева и Субботина";"Малый бизнес"
3368;"Третьякова Групп";"Малый бизнес"
3369;"НПО Егоров-Потапов";"Малый бизнес"
3370;"ОАО Анисимов-Федотова";"Малый бизнес"
3371;"ООО Степанова Филатов";"Малый бизнес"
3372;"Доронин Инкорпорэйтед";"Средний бизнес"
3373;"ОАО Сорокина Савин";"Средний бизнес"
3374;"ОАО Моисеева Рыбакова";"Средний бизнес"
3375;"НПО Гришин Кудрявцев";"Малый бизнес"
3376;"РЕ Трэйдинг (LPP)";"Средний бизнес"
3377;"ОАО Дьячкова Горшков";"Средний бизнес"
3378;"РАО Виноградова Поляков";"Малый бизнес"
3379;"РАО Афанасьева";"Средний бизнес"
3380;"ЧТПЗ";"Малый бизнес"
3381;"Томскнефть ВНК";"Средний бизнес"
3382;"ЗАО Шубина-Чернова";"Средний бизнес"
3383;"ИП Алексеев";"Малый бизнес"
3384;"НПО Егоров";"Малый бизнес"
3385;"Азур Эйр";"Малый бизнес"
3386;"ЗАО Воробьев Носкова";"Малый бизнес"
3387;"Зыкова Лтд";"Средний бизнес"
3388;"НПО Доронина, Макаров и Ковалев";"Средний бизнес"
3389;"РКК Энергия";"Малый бизнес"
3390;"ЗАО Дьячков, Шарапова и Фомичев";"Малый бизнес"
3391;"ОАО Пономарева Дьячкова";"Средний бизнес"
3392;"АО Шубин-Трофимов";"Малый бизнес"
3393;"НПО Гурьев Максимов";"Средний бизнес"
3394;"РАО Журавлева, Щукина и Евсеева";"Средний бизнес"
3395;"НПО Цветков, Васильев и Суворов";"Средний бизнес"
3396;"ЗАО Турова Шарова";"Средний бизнес"
3397;"Назаров Лтд";"Малый бизнес"
3398;"РАО Карпова";"Средний бизнес"
3399;"Фомичев Инкорпорэйтед";"Средний бизнес"
3400;"ОАО Шубин-Петухов";"Малый бизнес"
3401;"АО Кабанов, Исаева и Суханова";"Средний бизнес"
3402;"ОАО Григорьева-Яковлев";"Малый бизнес"
3403;"ИП Виноградова-Суханов";"Средний бизнес"
3404;"АО Комиссарова-Шилова";"Средний бизнес"
3405;"НПО Александрова Рожков";"Средний бизнес"
3406;"Компания Луис Дрейфус Восток (Louis Dreyfus)";"Средний бизнес"
3407;"Ферронордик машины (Ferronordic)";"Средний бизнес"
3408;"ИП Мамонтов, Карпов и Доронина";"Средний бизнес"
3409;"ОАО Пономарева";"Средний бизнес"
3410;"Акционерный банк Россия";"Малый бизнес"
3411;"Щукин Инк";"Малый бизнес"
3412;"Группа Магнезит";"Средний бизнес"
3413;"Лаврентьев Лтд";"Средний бизнес"
3414;"ЗАО Агафонов-Филиппова";"Средний бизнес"
3415;"РАО Денисов, Тетерина и Мартынов";"Средний бизнес"
3416;"ООО Филиппова, Никонова и Савин";"Малый бизнес"
3417;"Савельев Лимитед";"Малый бизнес"
3418;"Осипов Лтд";"Средний бизнес"
3419;"Сидорова Инк";"Малый бизнес"
3420;"АО Воробьева Мясников";"Средний бизнес"
3421;"НПО Молчанова";"Средний бизнес"
3422;"РАО Блинова";"Средний бизнес"
3423;"ООО Харитонова-Архипов";"Средний бизнес"
3424;"Кириллов Инкорпорэйтед";"Малый бизнес"
3425;"Дж.Т.И. Россия (JTI)";"Малый бизнес"
3426;"Пахомов Лтд";"Малый бизнес"
3427;"РАО Афанасьева Субботин";"Малый бизнес"
3428;"Денцу Эйджис Си Эс (Dentsu)";"Малый бизнес"
3429;"НПО Жукова-Елисеева";"Малый бизнес"
3430;"РАО Гордеева-Устинова";"Средний бизнес"
3431;"Мамонтов и партнеры";"Средний бизнес"
3432;"ЗАО Журавлев, Белозеров и Уварова";"Средний бизнес"
3433;"ИП Гусева-Шилова";"Малый бизнес"
3434;"Технониколь";"Средний бизнес"
3435;"Королева Лимитед";"Средний бизнес"
3436;"АО Евсеева";"Средний бизнес"
3437;"Дроздова Инкорпорэйтед";"Малый бизнес"
3438;"ОАО Чернов, Дмитриев и Рогова";"Малый бизнес"
3439;"НПК Объединенная вагонная компания";"Средний бизнес"
3440;"АО Васильева Зуева";"Средний бизнес"
3441;"ЗАО Бирюкова, Попов и Тарасов";"Средний бизнес"
3442;"UCL Holding";"Малый бизнес"
3443;"РАО Лобанова, Кулаков и Данилова";"Малый бизнес"
3444;"АО Пестова, Капустин и Коновалова";"Средний бизнес"
3445;"ООО Белоусова, Красильникова и Самсонова";"Малый бизнес"
3446;"НПО Рожков";"Средний бизнес"
3447;"НПО Маслова-Шестакова";"Средний бизнес"
3448;"ИП Силин, Стрелков и Зайцев";"Средний бизнес"
3449;"СТД Петрович";"Средний бизнес"
3450;"АО Белозеров Родионов";"Малый бизнес"
3451;"ООО Силина-Поляков";"Средний бизнес"
3452;"ООО Жуков, Крылова и Сазонова";"Средний бизнес"
3453;"ОАО Самсонов-Давыдова";"Средний бизнес"
3454;"НОВАТЭК";"Малый бизнес"
3455;"АО Соловьев";"Малый бизнес"
3456;"РАО Филиппов";"Средний бизнес"
3457;"НПО Зимина-Игнатов";"Средний бизнес"
3458;"РАО Дмитриев Мамонтова";"Средний бизнес"
3459;"ОАО Андреев-Жукова";"Малый бизнес"
3460;"ЗАО Степанова Ширяева";"Средний бизнес"
3461;"ООО Ермаков, Веселова и Калашников";"Малый бизнес"
3462;"НПО Блохин-Куликов";"Малый бизнес"
3463;"Лаврентьев Инк";"Малый бизнес"
3464;"Исаков Групп";"Средний бизнес"
3465;"Энел Россия";"Средний бизнес"
3466;"НПО Юдин";"Средний бизнес"
3467;"Рено Россия (Renault)";"Малый бизнес"
3468;"ЗАО Селезнева, Агафонов и Карпова";"Средний бизнес"
3469;"РАО Гусев, Стрелкова и Давыдов";"Средний бизнес"
3470;"Архипов Инкорпорэйтед";"Малый бизнес"
3471;"ОАО Селиверстов Попова";"Малый бизнес"
3472;"Каргилл (Cargill)";"Малый бизнес"
3473;"АО Шашкова Копылов";"Малый бизнес"
3474;"Великолукский мясокомбинат";"Малый бизнес"
3475;"ЗАО Данилов, Алексеев и Блинова";"Малый бизнес"
3476;"ИП Трофимов Абрамов";"Малый бизнес"
3477;"Евсеев Лтд";"Средний бизнес"
3478;"НПО Миронова, Фролова и Фадеев";"Малый бизнес"
3479;"ЗАО Савельева Нестеров";"Малый бизнес"
3480;"Овчинников Инкорпорэйтед";"Малый бизнес"
3481;"АО Лобанова-Щербаков";"Малый бизнес"
3482;"ОАО Дементьев-Сергеева";"Средний бизнес"
3483;"Верный";"Средний бизнес"
3484;"АО Дроздова Журавлев";"Малый бизнес"
3485;"РАО Кудрявцев-Селезнева";"Средний бизнес"
3486;"Лебедев Лтд";"Средний бизнес"
3487;"Соболева и партнеры";"Средний бизнес"
3488;"ОТП Банк";"Малый бизнес"
3489;"ООО Доронина-Лихачев";"Малый бизнес"
3490;"НПО Никонова-Крылова";"Средний бизнес"
3491;"Энергосбытовая компания Восток";"Средний бизнес"
3492;"ОАО Комиссаров-Савельева";"Малый бизнес"
3493;"ОАО Фомичев, Логинов и Ковалев";"Малый бизнес"
3494;"ЗАО Симонов";"Малый бизнес"
3495;"РАО Афанасьев, Алексеев и Авдеева";"Малый бизнес"
3496;"НПО Устинов Архипов";"Средний бизнес"
3497;"Новиков Лимитед";"Малый бизнес"
3498;"Отисифарм";"Средний бизнес"
3499;"ОАО Самсонова Мишин";"Средний бизнес"
3500;"ООО Попов Федоров";"Малый бизнес"
3501;"ООО Лихачева";"Малый бизнес"
3502;"Красильникова Групп";"Малый бизнес"
3503;"Зыков Инкорпорэйтед";"Малый бизнес"
3504;"ООО Брагин";"Малый бизнес"
3505;"РАО Зайцева";"Малый бизнес"
3506;"ООО Богданов Комиссаров";"Средний бизнес"
3507;"Яндекс";"Малый бизнес"
3508;"НПО Уварова";"Средний бизнес"
3509;"ООО Федотова, Архипов и Анисимов";"Малый бизнес"
3510;"Мишин и партнеры";"Малый бизнес"
3511;"АО Козлова-Марков";"Средний бизнес"
3512;"НПО Харитонова";"Малый бизнес"
3513;"Зуева Инкорпорэйтед";"Средний бизнес"
3514;"Юнипро (Uniper)";"Малый бизнес"
3515;"ТОАЗ";"Средний бизнес"
3516;"АО Ситников-Кулакова";"Малый бизнес"
3517;"НПО Бурова";"Малый бизнес"
3518;"Фомин Лимитед";"Средний бизнес"
3519;"РАО Яковлев, Осипова и Овчинникова";"Малый бизнес"
3520;"ЗАО Казакова Карпов";"Малый бизнес"
3521;"ИП Князев Жданов";"Средний бизнес"
3522;"ИП Александров";"Малый бизнес"
3523;"ТМК Чермет";"Малый бизнес"
3524;"АО Архипов, Носков и Попова";"Малый бизнес"
3525;"ОАО Тимофеева Муравьев";"Средний бизнес"
3526;"Гуляев Лимитед";"Средний бизнес"
3527;"РАО Костин-Молчанов";"Малый бизнес"
3528;"АО Носова Пономарева";"Малый бизнес"
3529;"РАО Комаров-Захаров";"Малый бизнес"
3530;"ООО Поляков-Суворова";"Средний бизнес"
3531;"ООО Никонов";"Средний бизнес"
3532;"Импэкснефтехим";"Малый бизнес"
3533;"ООО Орехов";"Малый бизнес"
3534;"Давыдова Лтд";"Малый бизнес"
3535;"АО Гордеев Гущин";"Средний бизнес"
3536;"Исаков Лимитед";"Средний бизнес"
3537;"ЗАО Селезнев, Зайцев и Тарасова";"Средний бизнес"
3538;"РАО Белоусова-Шашков";"Малый бизнес"
3539;"РАО Кудрявцева, Комиссарова и Ларионова";"Средний бизнес"
3540;"РАО Селезнева-Федоров";"Малый бизнес"
3541;"ООО Щербаков, Максимов и Белозерова";"Малый бизнес"
3542;"ИП Смирнов Кулаков";"Средний бизнес"
3543;"АО Антонова Новикова";"Средний бизнес"
3544;"РАО Ефремова";"Малый бизнес"
3545;"ФСК Лидер";"Средний бизнес"
3546;"ООО Трофимов Кошелев";"Средний бизнес"
3547;"Газпромбанк";"Средний бизнес"
3548;"Мясников Лимитед";"Средний бизнес"
3549;"Газпромбанк";"Малый бизнес"
3550;"РАО Стрелков-Ермакова";"Малый бизнес"
3551;"АО Калашникова-Якушева";"Малый бизнес"
3552;"НПО Нестерова, Орлов и Гордеева";"Средний бизнес"
3553;"Объединенные кондитеры";"Средний бизнес"
3554;"РАО Матвеева-Кулагин";"Малый бизнес"
3555;"Ефимов Инк";"Средний бизнес"
3556;"ООО Силин";"Малый бизнес"
3557;"ОАО Панов-Беляев";"Средний бизнес"
3558;"ЗАО Артемьева Мартынова";"Средний бизнес"
3559;"Борисов Инкорпорэйтед";"Средний бизнес"
3560;"Катрен";"Малый бизнес"
3561;"ИП Крылова, Лобанова и Субботин";"Малый бизнес"
3562;"ЗАО Пестова";"Средний бизнес"
3563;"РАО Селиверстова";"Малый бизнес"
3564;"НПО Костина Миронов";"Малый бизнес"
3565;"РАО Зиновьев";"Малый бизнес"
3566;"НПО Колобов";"Малый бизнес"
3567;"ИП Степанов Казакова";"Малый бизнес"
3568;"ЗАО Харитонов-Коновалов";"Малый бизнес"
3569;"Герасимова Лимитед";"Малый бизнес"
3570;"Росморпорт";"Малый бизнес"
3571;"ИП Шестаков";"Средний бизнес"
3572;"ИП Родионова Ершова";"Малый бизнес"
3573;"ООО Голубев Беляков";"Средний бизнес"
3574;"НПО Овчинников-Орлов";"Средний бизнес"
3575;"Громова Инкорпорэйтед";"Малый бизнес"
3576;"ОАО Блохин Уваров";"Средний бизнес"
3577;"Ершов Групп";"Средний бизнес"
3578;"Ренейссанс Хэви Индастрис Ronesans Endustri";"Средний бизнес"
3579;"Никитина Инкорпорэйтед";"Малый бизнес"
3580;"НПО Петухова, Агафонов и Молчанова";"Малый бизнес"
3581;"РАО Родионова-Денисов";"Средний бизнес"
3582;"ООО Соколов";"Средний бизнес"
3583;"Компания Трасса";"Малый бизнес"
3584;"НПО Кононов Никифорова";"Малый бизнес"
3585;"ИП Исаев-Тихонова";"Средний бизнес"
3586;"Верисел-трейдинг";"Средний бизнес"
3587;"ИП Тихонова Трофимов";"Средний бизнес"
3588;"АО Осипова";"Средний бизнес"
3589;"ОАО Александров-Кондратьева";"Малый бизнес"
3590;"РАО Лихачев, Давыдов и Антонова";"Средний бизнес"
3591;"РАО Денисова, Фомичев и Аксенов";"Средний бизнес"
3592;"ООО Новикова Филиппов";"Малый бизнес"
3593;"РАО Стрелкова-Коновалов";"Средний бизнес"
3594;"Рожкова и партнеры";"Средний бизнес"
3595;"ЗАО Логинов, Михайлов и Калашников";"Средний бизнес"
3596;"ЗАО Соболева-Хохлов";"Средний бизнес"
3597;"ГК Мегаполис";"Средний бизнес"
3598;"ОАО Ермаков, Горбунов и Колесникова";"Малый бизнес"
3599;"ОАО Мишина-Ларионова";"Средний бизнес"
3600;"Арконик СМЗ";"Средний бизнес"
3601;"Алексеева Лимитед";"Малый бизнес"
3602;"ИП Колобов-Сазонов";"Малый бизнес"
3603;"Быкова Инкорпорэйтед";"Малый бизнес"
3604;"РАО Некрасов-Калинин";"Малый бизнес"
3605;"ИП Федоров";"Малый бизнес"
3606;"ИП Пахомова";"Средний бизнес"
3607;"ОАО Ситникова, Карпова и Блохин";"Малый бизнес"
3608;"Мазда Соллерс Мануфэкчуринг Рус";"Средний бизнес"
3609;"АО Буров, Кулагина и Капустина";"Средний бизнес"
3610;"РАО Филиппов";"Средний бизнес"
3611;"Давыдова Инкорпорэйтед";"Малый бизнес"
3612;"ОАО Зыкова, Зиновьева и Марков";"Малый бизнес"
3613;"НПО Мельникова-Мясников";"Средний бизнес"
3614;"РАО Баранов, Якушева и Веселова";"Средний бизнес"
3615;"Шестаков Лимитед";"Малый бизнес"
3616;"ЗАО Рогов";"Средний бизнес"
3617;"ИП Игнатьева Чернов";"Малый бизнес"
3618;"Михеев Инк";"Малый бизнес"
3619;"НПО Иванов";"Средний бизнес"
3620;"РАО Гордеев-Корнилов";"Средний бизнес"
3621;"РАО Федосеева Андреев";"Малый бизнес"
3622;"РАО Сергеев Морозова";"Малый бизнес"
3623;"ООО Шилова, Лебедев и Фадеев";"Средний бизнес"
3624;"НПО Новикова Зимин";"Средний бизнес"
3705;"ИП Наумов-Дьячков";"Малый бизнес"
3625;"АО Брагина-Кононова";"Средний бизнес"
3626;"ИП Пестова, Селезнева и Горбачев";"Средний бизнес"
3627;"Кондратьев Инк";"Малый бизнес"
3628;"НПО Евсеева-Крылов";"Средний бизнес"
3629;"Денцу Эйджис Си Эс (Dentsu)";"Малый бизнес"
3630;"Большакова и партнеры";"Малый бизнес"
3631;"ЗАО Смирнова, Кабанов и Ковалев";"Средний бизнес"
3632;"ИП Тихонов, Орехова и Игнатова";"Средний бизнес"
3633;"РАО Мартынов, Федотов и Гордеева";"Средний бизнес"
3634;"НПО Блохина, Кузнецов и Шестаков";"Малый бизнес"
3635;"Крылова Лтд";"Средний бизнес"
3636;"ОАО Ефимова Борисова";"Средний бизнес"
3637;"Гуляева Групп";"Малый бизнес"
3638;"Копылова Инк";"Малый бизнес"
3639;"ОАО Морозова";"Средний бизнес"
3640;"РАО Егоров, Воробьев и Тарасова";"Средний бизнес"
3641;"ИП Кондратьева-Богданов";"Средний бизнес"
3642;"ОАО Киселева, Комиссарова и Гаврилова";"Малый бизнес"
3643;"ИП Бобров";"Средний бизнес"
3644;"ООО Панфилова-Никонова";"Средний бизнес"
3645;"АО Мухин";"Малый бизнес"
3646;"РАО Исаков Антонова";"Средний бизнес"
3647;"НПО Меркушева, Афанасьева и Емельянов";"Малый бизнес"
3648;"Railgo";"Малый бизнес"
3649;"РАО Сергеева, Борисова и Громов";"Средний бизнес"
3650;"РАО Буров";"Малый бизнес"
3651;"Группа Агат";"Малый бизнес"
3652;"ИП Савельев, Игнатова и Копылова";"Средний бизнес"
3653;"ОАО Мухин";"Средний бизнес"
3654;"АО Абрамов";"Малый бизнес"
3655;"ООО Котов-Мельникова";"Малый бизнес"
3656;"ЗАО Назарова";"Малый бизнес"
3657;"АО Русакова Панов";"Малый бизнес"
3658;"ОАО Макарова Пономарева";"Средний бизнес"
3659;"РАО Русакова Герасимов";"Малый бизнес"
3660;"ООО Николаев-Быков";"Малый бизнес"
3661;"Колобова Инк";"Малый бизнес"
3662;"АО Комаров, Лыткина и Зайцева";"Малый бизнес"
3663;"РАО Суханов, Морозов и Павлов";"Малый бизнес"
3664;"АО Терентьева Пестов";"Средний бизнес"
3665;"АО Кондратьев-Васильева";"Средний бизнес"
3666;"АО Авдеев";"Средний бизнес"
3667;"ОАО Молчанов-Куликова";"Малый бизнес"
3668;"Давыдов Лимитед";"Малый бизнес"
3669;"Орлов и партнеры";"Малый бизнес"
3670;"АО Потапова Соколов";"Малый бизнес"
3671;"Самсонова Групп";"Средний бизнес"
3672;"РАО Шарапова";"Малый бизнес"
3673;"ООО Ефимова-Трофимов";"Средний бизнес"
3674;"ЗАО Тетерина-Ширяева";"Средний бизнес"
3675;"ЗАО Борисов, Селиверстова и Фомичев";"Малый бизнес"
3676;"РАО Кулакова Исаков";"Малый бизнес"
3677;"Кудрявцева Лтд";"Средний бизнес"
3678;"Деловые линии";"Малый бизнес"
3679;"НПО Рожков-Власова";"Средний бизнес"
3680;"ООО Тарасов, Сидоров и Козлова";"Средний бизнес"
3681;"РАО Яковлева, Владимиров и Шестакова";"Средний бизнес"
3682;"АО Крылов";"Малый бизнес"
3683;"Шелл Нефть (Shell)";"Средний бизнес"
3684;"ООО Лихачева";"Средний бизнес"
3685;"Первый завод";"Малый бизнес"
3686;"ПК Балтика (Carlsbergfondet)";"Средний бизнес"
3687;"ООО Третьякова-Шарапов";"Малый бизнес"
3688;"ОАО Брагин Комаров";"Средний бизнес"
3689;"АО Королева, Прохорова и Афанасьева";"Средний бизнес"
3690;"Крылов и партнеры";"Средний бизнес"
3691;"РАО Титова-Савина";"Средний бизнес"
3692;"ООО Воробьева, Кудрявцева и Мельникова";"Средний бизнес"
3693;"Красцветмет";"Малый бизнес"
3694;"ООО Ларионова, Уварова и Сидоров";"Малый бизнес"
3695;"РАО Агафонов-Родионова";"Средний бизнес"
3696;"ГК Эталон";"Малый бизнес"
3697;"РАО Васильев Орехова";"Средний бизнес"
3698;"ТД Риф";"Малый бизнес"
3699;"РТИ";"Малый бизнес"
3700;"Промышленно-металлургический холдинг";"Средний бизнес"
3701;"Новосталь";"Малый бизнес"
3702;"РАО Нестеров";"Средний бизнес"
3703;"Логинова Инкорпорэйтед";"Средний бизнес"
3704;"РАО Поляков";"Малый бизнес"
3706;"Уральский банк реконструкции и развития";"Малый бизнес"
3707;"Николаева Инкорпорэйтед";"Средний бизнес"
3708;"Сергеева Лимитед";"Малый бизнес"
3709;"ОАО Анисимов";"Средний бизнес"
3710;"Ефимов Лимитед";"Средний бизнес"
3711;"АО Воробьева-Морозов";"Средний бизнес"
3712;"Смирнова Инк";"Малый бизнес"
3713;"ИП Лихачева-Михеева";"Средний бизнес"
3714;"ЗАО Агафонова Кононов";"Малый бизнес"
3715;"ОАО Алексеев, Жданов и Бобылев";"Средний бизнес"
3716;"ОАО Селиверстов-Антонов";"Малый бизнес"
3717;"АО Ситникова-Кабанов";"Малый бизнес"
3718;"ЗАО Сафонов, Капустин и Смирнова";"Средний бизнес"
3719;"РЕ Трэйдинг (LPP)";"Малый бизнес"
3720;"Ершов Групп";"Малый бизнес"
3721;"Доронин Лимитед";"Средний бизнес"
3722;"ОАО Гришина Мельников";"Малый бизнес"
3723;"ЛокоТех";"Средний бизнес"
3724;"Максимов Лимитед";"Малый бизнес"
3725;"АО Казаков, Некрасова и Моисеев";"Малый бизнес"
3726;"АО Орехов-Лихачев";"Средний бизнес"
3727;"АО Петухова-Сорокина";"Малый бизнес"
3728;"ЗАО Одинцов, Дорофеева и Кабанова";"Средний бизнес"
3729;"ООО Селезнева Панова";"Средний бизнес"
3730;"ООО Горбунов, Большаков и Ершова";"Средний бизнес"
3731;"РАО Силина Горбунова";"Средний бизнес"
3732;"Филиппов и партнеры";"Средний бизнес"
3733;"НПО Смирнов Ершова";"Малый бизнес"
3734;"РАО Игнатьев-Кириллова";"Средний бизнес"
3735;"ИП Смирнова Лапин";"Малый бизнес"
3736;"ЗАО Вишняков Макаров";"Малый бизнес"
3737;"Новосталь";"Малый бизнес"
3738;"Куликова Групп";"Средний бизнес"
3739;"ЗАО Шубин, Бобров и Стрелков";"Средний бизнес"
3740;"РАО Лукина";"Средний бизнес"
3741;"РАО Данилов, Трофимов и Суханов";"Малый бизнес"
3742;"ЗАО Князев-Туров";"Малый бизнес"
3743;"НПО Носов-Исаев";"Малый бизнес"
3744;"Смирнов Лимитед";"Малый бизнес"
3745;"Татэнерго";"Малый бизнес"
3746;"ЭС";"Малый бизнес"
3747;"РАО Носкова, Суворова и Михеева";"Средний бизнес"
3748;"Метафракс";"Малый бизнес"
3749;"АО Тихонов Горшкова";"Средний бизнес"
3750;"СНПХ";"Малый бизнес"
3751;"ООО Матвеев-Мамонтов";"Средний бизнес"
3752;"Hoff (Домашний интерьер)";"Средний бизнес"
3753;"ОАО Доронин";"Малый бизнес"
3754;"Лапина и партнеры";"Средний бизнес"
3755;"РАО Терентьев-Воронова";"Малый бизнес"
3756;"РАО Ефимов, Никифоров и Тарасов";"Малый бизнес"
3757;"Рогов и партнеры";"Малый бизнес"
3758;"НПО Тихонов-Фокина";"Средний бизнес"
3759;"Рожков и партнеры";"Средний бизнес"
3760;"АО Комиссаров Зыкова";"Средний бизнес"
3761;"Лапин Инк";"Малый бизнес"
3762;"Павлов Инкорпорэйтед";"Средний бизнес"
3763;"РАО Никифорова-Тетерина";"Средний бизнес"
3764;"Фомичев Лимитед";"Средний бизнес"
3765;"АО Калашников Кабанова";"Средний бизнес"
3766;"Металлоторг";"Средний бизнес"
3767;"ОАО Горбунов Алексеев";"Средний бизнес"
3768;"РАО Куликов Макаров";"Малый бизнес"
3769;"ИП Потапова-Ширяев";"Средний бизнес"
3770;"Марвел КТ";"Малый бизнес"
3771;"Национальная нерудная компания";"Средний бизнес"
3772;"Эссити (Essity)";"Средний бизнес"
3773;"ЗАО Горбунов, Молчанов и Сысоев";"Средний бизнес"
3774;"Railgo";"Малый бизнес"
3775;"ИП Петухова, Игнатьева и Александров";"Средний бизнес"
3776;"ООО Ширяева, Макарова и Носов";"Малый бизнес"
3777;"ОАО Гордеев Петров";"Средний бизнес"
3778;"ОАО Герасимов";"Средний бизнес"
3779;"Александрова Лтд";"Малый бизнес"
3780;"ЗАО Беляев, Якушева и Сафонова";"Малый бизнес"
3781;"ЗАО Николаев, Герасимова и Ершова";"Малый бизнес"
3782;"Группа Илим";"Малый бизнес"
3783;"Наумов Лтд";"Средний бизнес"
3784;"Монди СЛПК (Mondi)";"Средний бизнес"
3785;"ООО Зиновьева-Соколов";"Средний бизнес"
3786;"ЗАО Дьячкова";"Малый бизнес"
3787;"НПО Логинов Королев";"Малый бизнес"
3788;"Новороссийский морской торговый порт";"Средний бизнес"
3789;"ЗАО Тихонова";"Малый бизнес"
3790;"ООО Панфилова-Харитонова";"Малый бизнес"
3791;"ОАО Копылова-Громова";"Средний бизнес"
3792;"ОМК";"Малый бизнес"
3793;"ИП Ефремова";"Малый бизнес"
3794;"ТГК-16";"Малый бизнес"
3795;"ИП Зайцев Максимова";"Малый бизнес"
3796;"НПО Виноградова-Трофимов";"Малый бизнес"
3797;"СК Росгосстрах";"Средний бизнес"
3798;"ИП Лыткина Максимов";"Средний бизнес"
3799;"ООО Васильева";"Средний бизнес"
3800;"АО Агафонов";"Малый бизнес"
3801;"АО Иванова, Корнилов и Миронов";"Малый бизнес"
3802;"НПО Пахомова Корнилова";"Малый бизнес"
3803;"АО Жданова, Селиверстова и Петров";"Средний бизнес"
3804;"ЗАО Ильина Гурьева";"Средний бизнес"
3805;"ЗАО Голубев, Авдеева и Ермакова";"Средний бизнес"
3806;"Костин Лимитед";"Малый бизнес"
3807;"Мерседес-Бенц Рус (Mercedes-Benz)";"Малый бизнес"
3808;"Агросила Групп";"Средний бизнес"
3809;"Фомичева и партнеры";"Малый бизнес"
3810;"Мосгортранс";"Средний бизнес"
3811;"ОАО Новиков Кулаков";"Средний бизнес"
3812;"ЗАО Белоусов-Корнилов";"Малый бизнес"
3813;"ООО Пахомова-Соболев";"Средний бизнес"
3814;"ЗАО Дроздов, Копылова и Рыбакова";"Малый бизнес"
3815;"РАО Лазарев";"Средний бизнес"
3816;"Колобова Лимитед";"Средний бизнес"
3817;"ОАО Герасимова Галкина";"Средний бизнес"
3818;"Астеллас Фарма";"Средний бизнес"
3819;"ИП Турова-Белозеров";"Средний бизнес"
3820;"АО Миронова Калашников";"Малый бизнес"
3821;"ИП Соболева";"Средний бизнес"
3822;"ОАО Кошелева-Матвеев";"Малый бизнес"
3823;"РАО Кошелев, Воробьев и Калашников";"Средний бизнес"
3824;"ООО Игнатьева Соколов";"Малый бизнес"
3825;"ОАО Белоусов Ершова";"Средний бизнес"
3826;"DDS";"Средний бизнес"
3827;"ИП Гурьева-Крылова";"Средний бизнес"
3828;"ООО Бобылева Мельникова";"Малый бизнес"
3829;"НПО Бобылев-Бобылев";"Средний бизнес"
3830;"Русагро";"Средний бизнес"
3831;"Технониколь";"Средний бизнес"
3832;"ИП Лобанова Макаров";"Малый бизнес"
3833;"ОАО Матвеев, Ковалева и Гущина";"Средний бизнес"
3834;"АО Исаева Щукин";"Средний бизнес"
3835;"ОАО Сергеева, Орехова и Алексеев";"Малый бизнес"
3836;"ИП Агафонов-Фомин";"Средний бизнес"
3837;"ЗАО Родионов Герасимов";"Малый бизнес"
3838;"Титов Лимитед";"Малый бизнес"
3839;"Сазонов Лтд";"Малый бизнес"
3840;"ЗАО Герасимова";"Малый бизнес"
3841;"ООО Михайлов, Коновалов и Гордеева";"Средний бизнес"
3842;"ЗАО Киселева-Жданов";"Малый бизнес"
3843;"ИП Евсеева";"Малый бизнес"
3844;"ОАО Тихонова, Турова и Попова";"Средний бизнес"
3845;"АО Гришин Ларионов";"Малый бизнес"
3846;"ЗАО Кулагина, Воронцова и Фадеева";"Малый бизнес"
3847;"ИП Лукина Евдокимова";"Средний бизнес"
3848;"Блохина Лтд";"Малый бизнес"
3849;"ЗАО Харитонова, Андреева и Абрамова";"Малый бизнес"
3850;"171 Меридиан";"Малый бизнес"
3851;"ООО Титова";"Средний бизнес"
3852;"ИП Игнатьева-Ершов";"Малый бизнес"
3853;"Герасимов и партнеры";"Малый бизнес"
3854;"РАО Петухова, Гурьев и Рогова";"Средний бизнес"
3855;"ООО Вишнякова-Архипова";"Средний бизнес"
3856;"ИП Романов, Щербаков и Герасимов";"Средний бизнес"
